user_id,submission_count,avg_cpu_time,avg_memory,avg_code_size,avg_total_lines,avg_line_spacing,avg_total_comments,avg_if_else_count,avg_total_variables,avg_loop_count,avg_capitalized_variable_names,avg_percentage_for_loops,avg_submission_count_per_problem,accepted_count,runtime_error_count,wrong_answer_count,time_limit_exceeded_count
u288500098,31,80,3080,327,17,0,0,1,4,2,1,65,2,13,6,12,0
u288500561,4,1421,15798,518,31,0,2,5,6,2,3,75,2,2,0,1,1
u288547705,1,17,2940,83,7,0,0,2,1,0,1,0,1,1,0,0,0
u288572004,9,41,6228,243,11,0,0,1,2,2,0,57,1,9,0,0,0
u288578617,42,123,5739,226,14,0,0,1,5,1,0,23,1,42,0,0,0
u288599226,1,283,47360,336,18,0,0,1,3,4,2,75,1,1,0,0,0
u288605393,1,29,9164,107,9,0,0,1,3,1,0,100,1,0,0,1,0
u288613683,22,209,27021,115,6,0,0,1,2,1,1,55,1,16,2,4,0
u288628876,32,1223,21386,420,17,0,0,2,3,2,1,56,1,32,0,0,0
u288638792,18,159,7926,205,13,0,0,3,3,1,1,50,2,10,0,7,1
u288752625,2,20,2940,76,5,0,0,1,1,0,0,0,2,0,0,2,0
u288786530,20,17,2996,187,12,0,0,2,2,0,0,12,2,9,4,7,0
u288802485,41,577,97741,1415,89,0,7,8,7,4,1,83,2,25,6,6,4
u288850249,48,901,100499,649,36,0,1,6,7,3,1,69,2,17,1,21,9
u288881685,13,261,9352,147,9,0,0,2,2,1,1,31,2,7,0,6,0
u288888252,11,51,3880,205,14,0,0,2,4,1,1,91,2,8,1,2,0
u288935653,3,751,9172,400,20,0,0,3,2,0,0,0,3,1,0,1,1
u288944922,2,50,9130,164,10,0,0,1,2,1,1,50,1,2,0,0,0
u288948615,91,50,3871,141,8,0,0,1,2,0,1,34,2,65,9,17,0
u288980918,17,39,8757,59,2,0,0,0,0,0,0,0,2,10,0,7,0
u289014339,3,21,9172,131,7,0,0,1,2,1,2,100,2,2,0,1,0
u289026089,1,17,2940,180,11,0,0,1,0,0,0,0,1,1,0,0,0
u289034551,1,20,5576,54,4,0,0,0,2,0,0,0,1,1,0,0,0
u289036437,103,620,87036,375,18,0,0,3,3,2,0,60,2,50,6,33,14
u289102924,76,744,49469,328,18,0,0,2,4,2,0,56,2,44,11,12,9
u289105044,8,24,9040,148,16,1,0,2,3,1,0,100,3,2,2,4,0
u289162337,50,477,8140,156,9,0,0,1,2,1,0,44,2,23,5,19,3
u289206800,1,60,5612,331,14,0,0,1,3,2,1,50,1,1,0,0,0
u289274598,2,20,5588,48,4,0,0,0,2,0,0,0,1,2,0,0,0
u289288647,391,537,18755,339,16,0,0,2,3,1,0,54,2,190,24,121,56
u289292562,2,18,2940,54,2,0,0,0,0,0,0,0,2,1,0,1,0
u289299740,2,17,2940,115,7,0,0,1,3,1,1,100,2,1,0,1,0
u289381123,12,707,18928,192,11,0,0,1,4,1,0,56,1,7,2,0,3
u289412065,1,189,73940,135,11,0,0,1,2,0,1,0,1,1,0,0,0
u289499565,1,18,2940,85,7,0,0,1,2,0,0,0,1,1,0,0,0
u289503423,2,2206,9474,538,21,0,0,4,6,3,0,100,2,0,0,0,2
u289521002,2,20,5564,112,6,0,0,0,1,2,0,100,1,2,0,0,0
u289545075,6,1450,563529,1204,49,0,4,4,11,3,0,54,3,1,3,2,0
u289547799,135,292,35668,283,16,0,0,2,3,1,0,60,1,100,2,28,5
u289580381,2,86,12674,116,4,0,0,0,1,0,0,0,1,2,0,0,0
u289756654,9,9,2552,53,3,1,0,0,1,0,0,0,4,3,6,0,0
u289792007,3,17,2980,127,3,0,0,1,1,0,0,0,2,2,0,1,0
u289858521,4,36,9184,129,10,0,0,1,2,0,1,25,1,3,0,1,0
u289876798,15,116,41469,436,30,0,6,3,1,0,0,33,2,8,0,7,0
u289882742,1,37,3076,124,6,0,0,1,0,0,0,0,1,1,0,0,0
u289923433,6,17,3001,149,14,0,0,1,4,1,0,100,3,2,0,4,0
u290014241,64,1052,61549,387,20,0,0,2,6,3,4,83,2,26,4,18,16
u290148197,1,65,3188,125,10,0,0,1,3,1,0,100,1,1,0,0,0
u290160862,6,385,13068,177,10,0,0,1,2,0,0,17,1,5,0,1,0
u290163555,4,624,14146,413,22,0,0,2,3,1,0,100,2,2,0,1,1
u290170151,10,644,95943,4178,21,0,2,2,6,3,0,79,2,5,1,3,1
u290175552,1,18,2940,9,1,0,0,0,0,0,0,0,1,0,1,0,0
u290187182,258,378,22050,482,23,0,0,3,4,1,0,55,2,130,33,81,14
u290211456,98,44,3453,191,10,0,0,2,2,1,0,46,1,71,6,20,1
u290226505,4,25,7221,154,6,0,0,0,0,2,0,50,1,3,0,1,0
u290234308,1,17,2940,102,7,0,0,1,1,0,1,0,1,1,0,0,0
u290259714,6,893,31826,518,27,0,0,2,7,4,1,57,1,4,1,1,0
u290279680,9,512,6612,242,10,0,0,1,3,1,2,44,2,4,1,2,2
u290304811,66,275,5809,179,11,0,0,1,2,1,0,36,1,66,0,0,0
u290326033,11,606,11257,187,10,0,0,2,2,1,1,55,2,5,1,3,2
u290367508,2,40,8994,317,15,0,0,2,5,1,2,50,1,2,0,0,0
u290406074,2,36,7424,121,6,0,0,1,2,1,0,100,1,2,0,0,0
u290443463,3,32,2980,88,5,0,0,1,1,0,0,33,2,2,1,0,0
u290541156,1,10,4628,29,2,0,0,0,1,0,0,0,1,1,0,0,0
u290563917,126,305,63634,324,19,0,1,2,4,1,0,60,1,89,4,27,6
u290671130,10,366,7317,251,12,0,0,2,2,1,0,52,1,10,0,0,0
u290673589,11,359,7676,107,6,0,0,0,2,0,0,23,1,8,2,0,1
u290686008,2,18,2940,36,3,0,0,0,2,0,0,0,2,1,1,0,0
u290689980,4,20,4529,102,5,0,0,1,0,0,0,0,1,3,0,1,0
u290731659,1,24,9156,76,2,0,0,1,0,0,0,0,1,1,0,0,0
u290732778,11,18,2973,130,6,0,0,1,3,0,2,36,1,6,0,5,0
u290738926,1,20,5556,311,20,0,0,3,3,2,0,50,1,1,0,0,0
u290754584,6,52,12908,197,13,0,1,1,3,1,2,67,2,4,0,2,0
u290784570,41,662,13673,173,10,0,0,1,2,1,0,54,2,18,0,17,6
u290793724,1,17,2940,80,7,0,0,2,2,0,0,0,1,1,0,0,0
u290795687,1,21,9156,84,6,0,0,1,0,0,0,0,1,1,0,0,0
u290865759,3,1408,3323,538,39,0,15,2,2,1,0,67,2,1,0,0,2
u290866833,18,45,12665,148,10,0,0,1,2,1,1,61,2,13,0,5,0
u290886932,122,476,17051,355,19,0,0,2,5,2,2,41,2,38,23,53,8
u290887281,46,541,14358,221,14,0,0,2,3,1,0,74,3,16,3,20,7
u290896720,8,278,3061,218,14,0,0,2,1,2,0,100,4,1,0,6,1
u290898260,3,44,4831,774,46,0,1,12,3,3,0,100,3,0,0,3,0
u290929730,1,17,2940,73,6,0,0,1,2,0,0,0,1,1,0,0,0
u290951259,16,708,26288,169,10,0,2,1,1,0,0,19,3,8,0,4,4
u290974907,4,594,9169,310,19,0,0,3,4,1,0,58,1,3,0,0,1
u290983503,20,433,25834,290,16,0,0,2,8,1,2,40,1,10,0,9,1
u291028869,90,723,32520,245,15,0,0,2,4,1,1,61,2,39,14,18,19
u291043757,10,92,44612,194,12,0,0,2,3,1,0,60,2,6,2,2,0
u291132512,17,17,2940,88,6,0,0,1,1,0,0,0,2,5,2,10,0
u291169438,1,304,67944,1693,57,0,7,4,8,2,0,100,1,1,0,0,0
u291216062,4,1123,146082,867,41,0,6,2,5,4,0,58,1,2,0,0,2
u291223827,6,18,2940,106,5,0,0,1,0,0,0,0,6,0,4,2,0
u291278680,140,717,64712,924,51,0,2,4,5,3,1,72,2,72,11,40,17
u291294288,8,1330,10656,502,21,0,0,4,3,2,0,88,2,3,0,1,4
u291303494,63,514,45997,292,13,0,0,1,3,1,0,60,1,43,4,8,8
u291373585,19,511,9267,151,7,0,0,1,2,1,1,45,1,12,1,2,4
u291385073,9,18,3048,138,5,0,0,1,1,0,0,0,3,4,0,5,0
u291434263,5,25,5783,81,6,0,0,1,2,1,0,80,2,1,2,2,0
u291439196,4,20,5516,24,4,1,0,0,2,0,0,0,4,0,0,4,0
u291460595,43,1283,53452,529,31,0,5,3,7,2,3,81,4,9,7,21,6
u291528105,3,462,11947,811,32,0,2,3,7,1,0,100,3,1,0,2,0
u291543340,53,256,54494,267,15,0,2,2,3,1,1,28,2,31,4,16,2
u291552830,3,18,2980,167,10,0,1,1,2,1,0,67,1,3,0,0,0
u291556173,2,17,2940,66,7,0,0,1,2,0,0,0,2,1,1,0,0
u291570764,9,252,12143,220,12,0,0,1,2,3,0,54,1,9,0,0,0
u291584218,15,17,2981,153,8,0,0,1,3,0,1,40,2,10,2,3,0
u291624272,11,102,6597,193,9,0,0,1,2,0,0,36,1,7,1,3,0
u291625518,3,18,2940,99,6,0,0,1,1,0,0,0,3,2,1,0,0
u291628833,204,291,45674,215,13,0,1,1,3,1,0,47,2,114,19,64,7
u291670969,2,950,3252,200,9,0,0,0,2,3,0,100,2,1,1,0,0
u291732989,3,17,2981,462,23,0,0,4,5,3,2,61,1,1,2,0,0
u291766461,316,436,61348,364,17,0,0,2,4,2,1,65,2,194,9,84,29
u291847218,1,20,7328,86,3,0,0,0,0,2,0,100,1,1,0,0,0
u291873788,6,18,3000,151,11,0,0,1,2,0,0,50,2,4,0,2,0
u291914812,3,17,2940,81,4,0,0,0,1,0,0,0,2,2,1,0,0
u291925152,4,1128,14009,253,17,0,0,0,5,1,0,75,1,2,0,0,2
u291932618,34,284,8102,235,11,0,0,2,2,1,0,29,1,27,2,3,2
u291945537,2,28,3002,114,6,0,0,1,2,0,0,0,1,2,0,0,0
u291988695,129,519,13688,281,17,0,1,2,5,2,0,57,2,45,23,44,17
u292011786,1,17,2940,66,2,0,0,0,0,0,0,0,1,1,0,0,0
u292012552,6,18,4975,182,10,0,0,1,2,1,0,67,2,3,2,1,0
u292023360,2,20,5578,43,2,0,0,0,0,0,0,0,1,2,0,0,0
u292033914,2,20,5586,61,6,0,0,0,2,0,0,0,1,2,0,0,0
u292091954,16,463,16146,570,28,0,3,3,6,3,0,94,4,4,6,6,0
u292168920,4,20,5590,190,12,0,0,0,5,0,0,25,1,4,0,0,0
u292220197,4,18,3062,188,15,0,0,2,4,1,0,75,2,2,0,2,0
u292229841,6,17,2940,111,6,0,0,1,2,1,0,67,2,3,3,0,0
u292260747,1,268,9160,218,18,0,0,3,3,1,0,100,1,1,0,0,0
u292266739,1,2207,85548,417,24,0,0,1,4,2,1,50,1,0,0,0,1
u292349290,9,126,19037,676,32,0,0,4,7,5,4,67,3,2,4,3,0
u292477575,14,17,2957,227,15,0,0,2,3,1,2,100,14,0,1,13,0
u292492602,3,173,7517,1567,62,0,6,4,8,4,2,65,1,3,0,0,0
u292495945,13,749,205994,536,30,0,0,2,7,3,2,57,6,2,10,0,1
u292617411,2,18,3064,392,22,0,0,3,6,4,0,100,1,2,0,0,0
u292661157,8,225,16319,386,21,0,0,2,5,2,2,62,2,4,0,4,0
u292703814,12,567,11269,149,8,0,0,1,2,0,0,0,6,2,5,5,0
u292714435,1,29,9124,621,40,0,1,4,9,2,0,0,1,0,0,1,0
u292735000,33,299,5897,288,13,0,0,2,4,1,0,70,2,16,5,9,3
u292746386,34,393,18330,345,18,0,1,1,4,1,3,59,2,18,6,10,0
u292798607,11,1202,16550,815,39,0,0,4,4,2,0,55,2,6,0,3,1
u292810930,63,294,11976,387,16,0,0,3,4,1,1,61,3,20,14,25,4
u292813062,4,22,9240,204,14,0,0,0,5,0,0,0,2,1,0,3,0
u292814514,28,251,7809,264,15,0,0,1,6,1,0,75,6,5,10,13,0
u292846715,4,17,2940,83,5,0,0,0,2,0,0,0,2,2,0,2,0
u292849987,51,764,16797,392,19,0,1,2,3,2,1,59,1,26,2,11,12
u292860531,2,20,5612,208,12,0,0,2,0,2,0,50,1,2,0,0,0
u292902179,3,17,2940,114,7,0,0,1,2,0,0,0,3,1,0,2,0
u292929213,1,17,2940,55,3,1,0,0,0,0,0,0,1,1,0,0,0
u292978925,15,20,3063,332,17,0,2,2,4,1,0,60,2,10,0,5,0
u293177248,3,18,2980,160,9,0,0,1,0,0,0,0,3,0,1,2,0
u293198424,197,342,51981,252,13,0,0,2,3,1,0,56,2,120,26,40,11
u293215208,48,1016,34250,372,22,0,0,2,5,3,3,96,8,4,27,12,5
u293267652,10,19,3178,270,16,0,0,3,4,1,1,70,1,8,0,2,0
u293275558,4,1425,147502,346,16,0,0,4,2,2,0,62,1,2,0,1,1
u293295456,4,539,3032,700,35,0,6,1,4,1,0,12,1,3,0,0,1
u293306835,44,41,5905,151,8,0,0,1,2,1,0,40,1,44,0,0,0
u293324662,1,403,11056,698,35,0,0,2,9,5,1,20,1,0,0,1,0
u293326264,23,509,14202,155,8,0,0,1,2,1,0,57,2,7,3,12,1
u293359059,26,41,3352,169,9,0,0,1,3,1,1,49,1,25,0,1,0
u293396099,6,713,8565,327,19,0,0,2,4,2,0,67,1,4,0,0,2
u293403071,26,306,9074,240,14,0,0,1,3,1,0,73,2,12,5,8,1
u293436958,21,119,5979,206,13,0,0,2,2,1,0,29,2,9,2,9,1
u293445922,5,18,5598,134,8,0,0,1,2,0,0,0,1,5,0,0,0
u293459994,5,17,3014,338,22,0,0,5,7,1,0,80,1,4,0,1,0
u293497732,17,946,129372,548,29,0,0,3,8,3,0,85,2,8,4,2,3
u293518505,1,71,61696,128,9,0,0,1,3,1,0,100,1,1,0,0,0
u293523199,23,472,7597,240,12,0,0,1,3,1,1,48,1,15,0,6,2
u293528047,7,1010,30127,209,12,0,0,1,3,1,0,100,7,4,0,0,3
u293537053,3,73,12728,238,14,0,0,2,2,0,1,33,1,3,0,0,0
u293555931,2,2208,74868,330,25,0,0,5,3,2,0,50,2,0,0,2,0
u293579463,25,565,7028,436,19,0,1,2,4,2,2,72,2,12,1,7,5
u293708179,47,538,84370,290,14,0,0,2,4,2,0,67,2,32,2,9,4
u293760596,3,46,9315,115,8,0,0,1,2,1,0,67,2,2,1,0,0
u293774589,2,23,8988,103,5,0,0,0,2,1,0,100,2,0,1,1,0
u293797728,1,25,9200,364,20,0,0,4,3,2,0,100,1,1,0,0,0
u293825440,47,504,25208,262,13,0,0,2,2,1,1,53,2,20,7,15,5
u293826729,4,0,0,256,19,0,0,0,5,2,1,50,4,0,4,0,0
u293838812,18,816,33640,440,25,0,0,2,7,2,1,79,2,8,0,7,3
u293917550,17,169,10522,202,13,0,0,3,3,0,0,26,2,8,1,7,1
u293954430,2,24,9502,345,21,0,0,2,10,0,1,0,2,1,0,1,0
u293957970,13,19,5127,52,3,0,0,0,0,0,0,0,3,4,1,8,0
u293976191,11,787,124278,485,21,0,0,1,6,1,1,36,4,3,3,5,0
u293989573,14,770,238371,330,19,0,0,2,3,2,1,40,1,3,1,8,2
u293992530,35,547,59797,362,17,0,0,1,4,2,1,53,1,20,9,5,1
u294000907,84,209,6314,216,13,0,2,1,3,1,0,30,1,67,2,10,5
u294013922,5,19,4217,133,9,0,0,1,2,0,0,40,1,4,0,1,0
u294050910,5,479,138392,760,40,0,0,5,8,1,0,0,5,0,5,0,0
u294159462,1,2110,83168,435,23,0,0,5,4,5,0,100,1,0,0,0,1
u294211484,29,951,25284,582,30,0,0,3,7,3,1,83,2,11,1,8,9
u294259159,5,495,17016,217,11,0,0,2,3,1,1,40,1,4,0,1,0
u294283114,8,19,3032,292,14,0,0,2,2,2,0,62,1,6,1,1,0
u294322005,2,17,2940,162,5,0,0,0,0,0,0,0,2,1,0,1,0
u294375415,38,862,99289,798,42,0,0,5,7,2,0,56,2,23,2,4,9
u294376483,30,37,4308,152,9,0,0,1,2,0,0,23,2,16,1,13,0
u294384845,2,18,2940,66,5,0,0,0,2,1,0,100,1,2,0,0,0
u294385082,241,388,12936,237,13,0,0,1,3,1,0,66,2,124,41,51,25
u294394140,3,29,8992,53,3,0,0,0,2,0,1,0,2,2,1,0,0
u294400595,4,22,6025,74,6,0,0,0,1,0,0,0,1,3,0,1,0
u294429415,22,556,43246,238,14,0,0,1,3,1,0,51,1,14,2,2,4
u294485299,54,596,69134,393,21,0,0,2,4,2,0,79,2,31,1,14,8
u294490207,24,23,6858,186,10,0,0,1,3,1,0,33,2,10,8,6,0
u294511817,9,88,6523,863,36,0,0,4,5,1,0,27,1,9,0,0,0
u294520705,33,344,7517,355,15,0,1,2,4,2,0,64,2,25,1,5,2
u294542073,42,86,10379,330,13,0,4,1,2,1,1,33,1,34,5,3,0
u294586215,1,22,3064,146,7,0,1,2,1,0,0,0,1,1,0,0,0
u294593214,1,20,7640,29,2,0,0,0,1,0,0,0,1,1,0,0,0
u294630296,40,659,46045,255,16,0,0,2,3,1,2,67,2,16,6,9,9
u294698648,5,22,9118,206,12,0,0,1,4,1,1,100,2,3,0,2,0
u294702312,1,0,0,82,4,0,0,0,1,1,0,100,1,0,1,0,0
u294703554,8,217,69332,406,17,0,0,0,4,4,0,50,8,7,1,0,0
u294714703,3,26,9049,46,2,0,0,0,1,0,0,0,3,1,0,2,0
u294721290,51,198,8385,154,8,0,0,1,2,1,1,33,1,41,4,2,4
u294725174,11,22,8053,736,31,0,0,3,8,2,0,82,2,4,0,7,0
u294808905,1,32,4208,40,3,1,0,0,0,0,0,0,1,0,1,0,0
u294897522,8,17,2986,99,5,0,0,0,2,0,0,38,1,6,1,1,0
u294917681,1,2206,29816,2164,84,0,0,9,12,7,0,86,1,0,0,1,0
u294922877,40,122,11054,249,11,0,0,1,2,1,0,18,3,28,5,7,0
u295013286,10,336,23128,474,28,0,0,2,4,4,0,76,10,2,3,5,0
u295030042,17,722,30001,140,9,0,0,1,2,1,1,53,2,8,0,4,5
u295043075,4,574,13118,273,18,0,0,2,5,1,1,50,1,1,2,0,1
u295064724,6,26,3261,176,8,0,0,1,2,1,0,67,2,1,1,4,0
u295120316,34,196,24184,177,10,0,0,1,2,1,0,74,2,20,4,8,2
u295148058,23,671,16032,338,15,0,0,2,4,2,0,70,1,15,1,4,3
u295172198,3,777,147325,262,18,0,2,1,5,1,2,100,2,1,0,2,0
u295178043,134,455,44179,303,16,0,0,2,4,2,1,64,2,83,7,31,13
u295294832,123,337,11952,357,18,0,1,2,3,1,1,58,2,66,25,25,7
u295331825,2,17,2940,106,6,0,0,2,1,0,0,0,2,0,0,2,0
u295353795,29,570,55089,352,18,0,0,2,4,2,0,79,2,11,3,9,6
u295361373,91,263,90627,693,41,0,1,3,5,1,0,49,2,52,13,25,1
u295457032,4,18,2970,69,4,0,0,1,0,0,0,0,1,4,0,0,0
u295520101,10,311,25767,225,12,0,1,1,2,1,0,30,1,4,1,5,0
u295524660,6,17,3000,108,5,0,0,0,3,0,0,0,6,3,0,3,0
u295538678,10,4022,7660,133,9,0,0,1,1,0,0,3,2,4,0,5,1
u295585689,25,513,167354,398,19,0,0,2,5,2,1,52,2,10,9,6,0
u295618957,2,168,38384,71,4,0,0,0,0,0,0,0,2,1,0,1,0
u295621316,4,1093,511913,149,8,0,0,0,3,1,0,100,1,2,0,0,2
u295652340,1,17,3064,107,3,0,0,0,2,0,0,0,1,1,0,0,0
u295656477,28,313,19349,313,13,0,1,3,3,1,0,50,2,11,5,10,2
u295728895,19,76,5883,190,8,0,0,1,2,1,1,46,1,19,0,0,0
u295737658,12,604,12539,499,28,0,1,3,7,2,0,83,2,2,2,8,0
u295790986,1,310,16080,331,22,0,0,2,3,2,1,50,1,1,0,0,0
u295792161,3,18,3063,422,27,0,1,6,5,1,0,100,3,1,0,2,0
u295797489,11,777,4129,389,20,0,0,3,4,1,0,55,2,6,0,4,1
u295811595,19,17,3024,184,11,0,0,1,3,1,2,58,2,10,2,7,0
u295953057,4,37,9117,138,8,0,0,2,2,1,0,75,1,4,0,0,0
u295961023,8,303,67771,202,11,0,0,2,2,0,0,12,2,5,0,2,1
u296013568,15,185,4822,248,13,0,0,2,4,2,0,52,4,3,2,10,0
u296082800,10,1807,16096,160,8,0,0,1,2,1,2,90,2,2,1,0,7
u296101474,68,375,12307,269,16,0,0,2,4,1,0,44,2,35,7,19,7
u296150111,414,494,42336,275,17,0,0,2,4,2,0,68,2,237,28,123,26
u296157069,1,25,8984,176,11,0,0,5,1,0,0,0,1,0,0,1,0
u296160120,16,56,8912,163,9,0,0,1,2,1,0,62,1,13,1,2,0
u296180446,1,20,5592,80,5,0,0,0,2,0,0,0,1,1,0,0,0
u296215701,8,18,2986,120,8,0,0,1,2,0,0,25,1,4,3,1,0
u296262239,27,740,24873,461,21,0,0,3,8,2,3,67,2,11,3,9,4
u296290704,13,1630,93573,554,19,0,0,4,3,1,2,31,3,2,3,2,6
u296326602,2,20,5582,71,4,0,0,0,2,0,0,0,1,2,0,0,0
u296441124,5,138,25997,306,14,0,2,1,4,2,1,60,1,3,0,2,0
u296463304,4,27,9060,168,13,0,1,0,6,0,4,0,4,1,1,2,0
u296475916,2,1115,20784,216,14,0,0,1,6,1,3,50,1,1,0,1,0
u296492699,2,10,2090,22,1,0,0,0,0,0,0,0,2,1,1,0,0
u296493429,13,94,21539,227,12,0,0,1,3,1,1,77,6,0,3,10,0
u296506613,6,365,7493,232,19,0,0,3,3,0,2,33,2,3,1,1,1
u296518383,478,375,62163,436,22,0,1,2,4,2,2,64,2,301,38,120,19
u296557772,10,47,5713,277,15,0,0,1,2,1,0,20,2,4,1,5,0
u296594033,8,1479,9308,484,22,0,0,3,5,2,0,100,3,3,0,0,5
u296620754,2,36,7030,202,13,0,0,0,5,0,0,0,1,1,0,1,0
u296681340,5,24,5588,179,11,0,0,2,3,1,0,20,1,5,0,0,0
u296758006,7,406,7175,534,26,0,0,4,7,2,2,86,2,2,2,3,0
u296759470,18,17,3035,276,18,0,0,2,3,0,0,0,9,0,0,18,0
u296783581,11,601,9978,204,9,0,0,1,2,1,1,55,4,4,3,4,0
u296871867,2,20,5584,47,2,0,0,0,0,0,0,0,1,2,0,0,0
u296984343,21,493,15581,381,21,0,1,4,5,0,2,24,2,6,0,14,1
u296989351,49,71,19491,113,7,0,0,1,2,0,0,31,1,36,4,9,0
u297007413,3,927,16985,560,29,0,1,1,5,4,1,100,3,1,1,0,1
u297045966,24,490,14087,384,22,0,0,2,4,3,3,75,2,11,0,13,0
u297046168,120,302,38410,173,8,0,0,1,2,1,1,44,2,54,26,34,6
u297049242,1,20,6596,229,15,0,0,2,5,1,0,100,1,1,0,0,0
u297073817,1,21,9184,80,5,0,0,1,0,0,0,0,1,1,0,0,0
u297080498,8,30,9152,312,16,0,0,3,4,1,0,25,3,2,0,6,0
u297089927,94,741,20057,328,15,0,0,3,3,2,1,61,3,35,16,28,15
u297103202,14,29,3579,250,14,0,0,2,4,1,2,79,2,8,1,5,0
u297109012,161,518,19526,635,27,0,1,3,5,2,1,60,2,87,17,39,18
u297126485,3,110,9357,380,10,0,0,0,6,0,3,0,2,0,3,0,0
u297230790,1,17,2940,25,1,0,0,0,0,0,0,0,1,1,0,0,0
u297240373,1,23,8976,246,10,0,0,3,0,0,0,0,1,1,0,0,0
u297260888,1,1805,2940,192,11,0,0,1,4,2,0,100,1,0,1,0,0
u297285965,4,18,3002,136,9,0,0,2,4,1,0,100,2,2,0,2,0
u297287410,4,20,3064,565,28,0,0,2,10,2,0,50,4,1,0,3,0
u297342007,3,27,9068,153,8,0,0,1,4,1,0,100,3,1,1,1,0
u297342993,33,40,6605,249,13,0,0,2,2,1,0,46,2,19,1,13,0
u297367713,9,263,7088,204,13,0,0,1,5,1,0,56,2,2,2,4,1
u297386570,20,266,19049,195,12,0,0,2,2,0,0,18,2,8,1,9,2
u297399512,16,27,9083,112,7,0,0,1,1,0,1,0,1,15,0,1,0
u297447724,7,26,9053,143,9,0,0,1,3,0,0,43,2,6,0,1,0
u297517978,50,175,9044,223,11,0,0,2,3,1,1,28,1,50,0,0,0
u297539637,1,25,9188,276,17,0,0,8,1,0,0,0,1,1,0,0,0
u297555429,1,26,9072,103,7,0,0,2,0,0,0,0,1,1,0,0,0
u297574184,530,484,51140,764,25,0,1,2,5,2,2,70,2,399,9,82,40
u297651868,148,443,22233,260,13,0,0,2,4,1,0,73,2,79,9,45,15
u297667660,56,173,44038,286,13,0,0,2,3,2,0,62,2,37,10,8,1
u297744593,15,492,6872,467,22,0,2,1,4,2,0,60,4,3,3,8,1
u297756089,45,275,7891,342,21,0,0,3,5,2,0,63,2,17,6,21,1
u297757054,12,38,5254,343,17,0,0,2,2,2,1,72,2,7,1,4,0
u297762365,4,17,2940,60,4,0,0,0,1,0,0,0,1,3,0,1,0
u297767059,40,93,5242,401,24,0,1,2,5,1,2,60,1,28,4,7,1
u297770230,2,350,42992,260,21,0,0,2,7,0,0,0,2,1,0,1,0
u297801580,44,204,34290,160,7,0,0,1,2,0,0,23,1,38,3,2,1
u297802287,4,1762,39613,154,7,0,0,0,3,2,0,100,4,1,0,1,2
u297850111,3,23,6145,151,8,0,0,1,1,0,0,0,1,3,0,0,0
u297891484,19,537,15782,300,16,0,0,1,5,1,1,37,3,6,0,12,1
u297939186,10,490,61006,421,27,0,3,2,5,3,0,29,1,5,0,4,1
u297949443,13,9,5449,137,8,0,0,0,1,1,0,46,2,6,2,5,0
u298101891,7,31,9062,116,7,0,0,1,3,1,0,43,2,4,0,3,0
u298123314,12,62,12601,178,9,0,0,1,3,1,0,42,1,12,0,0,0
u298165149,5,44,4903,295,16,0,0,1,4,1,0,80,1,4,1,0,0
u298174909,3,30,9023,226,13,0,0,3,2,0,0,33,3,0,0,3,0
u298224238,34,3666,29811,622,31,0,0,1,5,2,1,32,7,22,8,4,0
u298288339,9,67,3401,133,12,0,0,2,3,0,0,33,2,2,4,3,0
u298297089,435,340,33055,318,15,0,0,2,4,1,0,58,2,265,30,108,32
u298309262,1,640,6336,806,40,0,1,3,4,3,2,100,1,1,0,0,0
u298338447,1,2205,9116,142,11,0,1,1,3,1,1,0,1,0,0,0,1
u298373736,17,147,5753,175,12,0,1,2,2,1,0,35,1,12,3,2,0
u298376876,9,23,8596,151,9,0,0,0,3,0,0,0,3,2,3,4,0
u298377101,7,1508,27018,231,12,0,0,1,3,2,0,74,2,1,0,2,4
u298413451,3,27,7676,185,11,0,2,2,3,0,0,0,1,2,0,1,0
u298413997,31,399,7483,226,13,0,0,2,3,1,1,54,1,20,2,4,5
u298445293,27,616,11215,207,13,0,0,2,3,1,1,48,2,13,0,11,3
u298497862,2,17,2940,42,1,0,0,0,0,0,0,0,1,2,0,0,0
u298520807,28,147,7242,574,22,0,0,2,4,2,0,70,2,25,1,2,0
u298544494,2,22,9074,108,7,0,0,1,2,0,0,0,2,1,0,1,0
u298554556,1,17,2940,72,7,0,0,1,2,0,0,0,1,1,0,0,0
u298616113,29,328,13151,272,15,0,0,2,4,1,2,48,2,16,2,8,3
u298633786,177,380,47289,483,26,0,0,3,4,2,2,63,2,102,13,51,11
u298682538,2,22,8994,108,8,0,0,1,2,1,1,100,2,1,1,0,0
u298682635,4,166,30564,228,12,0,0,3,1,1,0,25,1,0,2,2,0
u298732574,26,996,16107,478,28,0,0,4,8,2,0,48,3,8,0,11,7
u298734358,3,26,9024,91,5,1,0,0,2,0,0,0,2,2,1,0,0
u298802931,10,174,38987,237,14,0,0,2,3,2,2,60,2,6,2,2,0
u298861735,4,172,38891,117,9,0,0,2,2,0,0,50,1,4,0,0,0
u298892458,15,751,6901,212,12,0,0,1,3,1,1,67,1,8,0,5,2
u298945776,106,352,9158,376,20,0,1,2,4,2,2,70,2,46,6,48,6
u298975656,9,249,3042,131,7,0,0,1,2,0,1,44,1,8,0,1,0
u298976461,48,209,13730,297,17,0,1,3,2,1,0,38,3,19,5,23,1
u298999032,80,26,6135,152,8,0,0,1,2,1,0,25,3,49,10,21,0
