user_id,problem_id,submission_count,cpu_time_min,cpu_time_max,memory_mean,code_size_mean,total_lines_mean,avg_line_spacing_mean,total_comments_mean,if_else_count_mean,total_variables_mean,loop_count_mean,capitalized_variable_names_mean,percentage_for_loops_mean,Accepted,Runtime Error,Time Limit Exceeded,Wrong Answer
u001041019,p03069,2,119,2108,8678,259,20,0.23,0,4,4,3,0,100.0,1,0,1,0
u001041019,p03073,1,118,118,5544,384,32,0.11,0,7,6,3,0,100.0,1,0,0,0
u001041019,p03081,1,2105,2105,29744,515,28,0.08,3,2,3,3,0,66.67,0,0,1,0
u001041019,p03086,1,17,17,3064,215,16,0.15,2,1,5,1,0,100.0,1,0,0,0
u001041019,p03104,2,2104,2104,14452,425,30,0.21,3,3,4,3,0,100.0,0,2,0,0
u001041019,p03105,1,17,17,2940,75,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001041019,p03137,1,118,118,13968,242,16,0.15,3,0,3,2,0,100.0,1,0,0,0
u001041019,p03219,2,17,17,2940,44,2,0.0,0,0,0,0,0,0.0,1,0,0,1
u001041019,p03695,3,17,18,3063,259,23,0.18,2,2,6,2,0,100.0,1,0,0,2
u001092553,p00009,1,800,800,15628,431,22,0.05,2,1,4,3,0,66.67,1,0,0,0
u001119849,p02837,1,260,260,3064,1172,59,0.26,1,6,9,7,0,71.43,1,0,0,0
u001166342,p02576,1,63,63,61708,65,5,0.0,0,0,1,1,0,0.0,1,0,0,0
u001166342,p02577,1,90,90,67904,87,10,0.14,0,1,2,1,1,100.0,1,0,0,0
u001166342,p02578,2,112,126,94182,161,9,0.0,0,1,3,1,2,100.0,1,1,0,0
u001166342,p02582,1,65,65,60608,216,17,0.0,0,8,1,0,1,0.0,1,0,0,0
u001166342,p02583,2,92,96,74684,253,9,0.0,0,1,3,3,2,100.0,0,2,0,0
u001166815,p00000,1,20,20,5520,95,4,0.0,0,0,0,2,0,100.0,1,0,0,0
u001166815,p00001,1,20,20,5600,108,9,0.17,0,0,1,1,0,100.0,1,0,0,0
u001166815,p00003,1,40,40,5604,216,9,0.0,1,1,1,1,0,100.0,1,0,0,0
u001166815,p00006,1,20,20,5540,35,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u001166815,p00007,1,20,20,5616,166,10,0.0,1,1,3,1,0,100.0,1,0,0,0
u001166815,p02389,1,20,20,5580,64,3,0.0,1,0,0,0,0,0.0,1,0,0,0
u001166815,p02393,1,20,20,5584,80,4,0.0,1,0,1,0,0,0.0,1,0,0,0
u001166815,p02394,1,20,20,5596,147,8,0.2,1,1,0,0,0,0.0,1,0,0,0
u001199868,p02570,1,100,100,60680,84,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001199868,p02576,1,63,63,62104,68,3,0.0,0,0,0,0,0,0.0,1,0,0,0
u001199868,p02577,1,73,73,73880,96,8,0.0,0,1,2,1,0,100.0,1,0,0,0
u001199868,p02578,1,108,108,105252,202,12,0.0,0,1,4,1,0,100.0,1,0,0,0
u001199868,p02612,1,62,62,61808,72,6,0.0,0,1,1,0,0,0.0,1,0,0,0
u001199868,p02613,1,191,191,82172,153,7,0.0,0,0,3,2,0,100.0,1,0,0,0
u001204484,p02255,1,20,20,5980,263,13,0.09,0,1,4,2,3,100.0,1,0,0,0
u001204484,p02262,1,19650,19650,53284,526,30,0.04,1,1,8,4,3,50.0,1,0,0,0
u001204484,p02263,1,20,20,5600,490,19,0.06,0,3,4,1,1,100.0,1,0,0,0
u001204484,p02264,1,760,760,29640,477,15,0.08,0,1,5,1,0,0.0,1,0,0,0
u001204484,p02265,1,4780,4780,69732,585,21,0.18,0,5,3,1,1,100.0,1,0,0,0
u001204484,p02270,1,1140,1140,9564,474,28,0.12,0,3,7,2,0,0.0,1,0,0,0
u001204484,p02388,1,20,20,5572,31,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u001204484,p02389,1,20,20,5580,66,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001207097,p02676,1,23,23,9164,94,7,0.2,0,1,2,0,0,0.0,1,0,0,0
u001207097,p02677,1,25,25,9524,344,22,0.5,0,2,6,0,0,0.0,1,0,0,0
u001207097,p02699,4,21,23,9131,106,10,0.185,0,1,2,0,0,0.0,1,1,0,2
u001207659,p03067,1,17,17,2940,182,11,0.0,0,4,0,0,0,0.0,1,0,0,0
u001207659,p03073,1,65,65,4636,251,11,0.0,0,4,3,1,0,100.0,1,0,0,0
u001207659,p03086,4,17,19,3096,650,30,0.0,0,5,7,4,0,100.0,0,0,0,4
u001207659,p03369,2,17,18,2940,129,8,0.0,0,1,2,1,0,100.0,1,0,0,1
u001207659,p03434,1,18,18,3060,231,15,0.0,0,1,6,1,2,100.0,1,0,0,0
u001207659,p03493,1,18,18,2940,45,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u001207659,p03502,1,18,18,2940,117,10,0.0,0,1,3,1,2,0.0,1,0,0,0
u001207659,p03636,1,17,17,3060,84,7,0.0,0,0,6,0,0,0.0,1,0,0,0
u001260022,p02910,2,17,17,3000,147,10,0.125,0,2,3,0,3,0.0,1,1,0,0
u001262101,p02255,1,30,30,5980,531,20,0.06,0,2,4,4,0,75.0,1,0,0,0
u001272273,p03012,1,18,18,2940,179,10,0.12,0,1,5,1,2,100.0,1,0,0,0
u001272273,p03029,1,17,17,2940,69,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u001315626,p02583,2,26,126,9196,388,21,0.215,2,3,4,3,1,100.0,1,1,0,0
u001315626,p02612,1,29,29,9120,77,6,0.25,0,0,2,1,0,0.0,0,0,0,1
u001315626,p02613,3,149,155,16131,306,17,0.0,0,4,3,1,2,100.0,1,0,0,2
u001429691,p02786,1,17,17,2940,104,8,0.0,0,0,3,1,0,0.0,1,0,0,0
u001463970,p02570,1,29,29,9068,87,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001463970,p02729,1,18,18,3064,749,27,0.0,0,12,2,0,0,0.0,1,0,0,0
u001463970,p02759,1,18,18,2940,73,5,0.0,0,1,1,0,1,0.0,1,0,0,0
u001463970,p02789,2,17,17,2940,78,5,0.0,0,1,0,0,0,0.0,2,0,0,0
u001463970,p02801,1,17,17,2940,46,4,0.0,0,0,3,0,1,0.0,1,0,0,0
u001463970,p02812,1,18,18,2940,55,3,0.0,0,0,2,0,2,0.0,1,0,0,0
u001463970,p02830,2,17,18,2940,114,4,0.0,0,0,2,0,2,0.0,1,0,0,1
u001463970,p02836,7,17,17,3046,354,15,0.0,0,4,4,2,1,100.0,3,0,0,4
u001463970,p02847,1,17,17,3060,218,15,0.0,0,7,1,0,1,0.0,1,0,0,0
u001463970,p02879,1,17,17,2940,92,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001463970,p02885,1,17,17,2940,82,5,0.0,0,1,1,0,0,0.0,1,0,0,0
u001463970,p02897,1,17,17,2940,100,7,0.0,0,2,1,0,1,0.0,1,0,0,0
u001463970,p02898,1,54,54,11912,141,7,0.0,0,1,2,1,1,100.0,1,0,0,0
u001463970,p02910,1,17,17,3064,242,13,0.0,0,3,3,2,1,100.0,0,0,0,1
u001463970,p02921,1,17,17,2940,109,7,0.0,0,1,3,1,2,100.0,1,0,0,0
u001463970,p02933,1,17,17,2940,78,6,0.0,0,1,2,0,0,0.0,1,0,0,0
u001463970,p02945,1,19,19,2940,72,3,0.0,0,0,1,0,1,0.0,1,0,0,0
u001463970,p03307,1,18,18,2940,90,7,0.0,0,2,1,0,1,0.0,1,0,0,0
u001464994,p02663,2,22,24,9168,156,10,0.665,0,1,2,0,0,0.0,1,0,0,1
u001464994,p02664,1,21,21,9368,52,3,1.0,0,0,1,0,0,0.0,1,0,0,0
u001464994,p02676,2,20,22,9018,75,7,0.2,0,1,2,0,2,0.0,1,1,0,0
u001464994,p02677,1,21,21,9420,227,5,0.33,0,0,1,0,0,0.0,1,0,0,0
u001490106,p02570,1,66,66,61800,77,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02576,1,75,75,61708,104,6,0.0,0,1,1,0,0,0.0,1,0,0,0
u001490106,p02577,1,72,72,73716,111,9,0.14,0,1,2,1,1,100.0,1,0,0,0
u001490106,p02578,3,108,110,105020,149,8,0.0,0,1,3,1,2,100.0,1,0,0,2
u001490106,p02582,1,63,63,61648,236,21,0.05,0,6,1,0,1,0.0,1,0,0,0
u001490106,p02583,2,73,81,70572,260,14,0.08,0,2,3,3,2,100.0,1,0,0,1
u001490106,p02596,1,1518,1518,75316,204,15,0.0,0,2,5,1,2,100.0,0,0,0,1
u001490106,p02612,1,29,29,9160,75,6,0.25,0,1,1,0,1,0.0,1,0,0,0
u001490106,p02613,1,159,159,16268,309,20,0.06,0,3,6,1,2,100.0,1,0,0,0
u001490106,p02622,1,74,74,73536,104,10,0.33,0,1,3,1,2,100.0,1,0,0,0
u001490106,p02639,1,64,64,61792,117,9,0.14,0,1,2,1,0,100.0,1,0,0,0
u001490106,p02640,1,72,72,61480,104,6,0.25,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02676,2,60,64,61804,91,8,0.185,0,1,2,0,2,0.0,2,0,0,0
u001490106,p02677,1,56,56,62660,176,10,0.5,0,0,4,0,0,0.0,1,0,0,0
u001490106,p02682,1,59,59,61604,240,19,0.06,0,3,2,0,0,0.0,1,0,0,0
u001490106,p02696,21,55,2207,68329,685,43,0.26047619,0,9,5,4,0,76.19047619,0,1,4,16
u001490106,p02699,1,22,22,9156,79,6,0.25,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02711,1,63,63,61592,86,5,0.0,0,1,1,0,1,0.0,1,0,0,0
u001490106,p02716,1,129,129,31620,127,9,0.14,0,0,3,1,2,100.0,0,0,0,1
u001490106,p02717,1,17,17,2940,66,3,1.0,0,0,0,0,0,0.0,1,0,0,0
u001490106,p02718,1,18,18,2940,163,11,0.43,0,1,2,0,1,0.0,1,0,0,0
u001490106,p02729,1,17,17,3060,154,12,0.1,0,2,1,0,0,0.0,1,0,0,0
u001490106,p02732,4,191,2108,55755,389,23,0.16,2,1,6,2,2,100.0,0,3,1,0
u001490106,p02772,1,173,173,38256,253,14,0.08,0,3,3,1,2,100.0,1,0,0,0
u001490106,p02780,1,237,237,71792,225,13,0.09,0,1,3,2,0,100.0,1,0,0,0
u001490106,p02786,1,151,151,14444,128,9,0.14,1,0,3,1,1,100.0,1,0,0,0
u001490106,p02789,1,17,17,2940,78,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02801,1,17,17,2940,137,6,0.0,0,1,2,1,1,100.0,1,0,0,0
u001490106,p02812,1,169,169,38256,153,9,0.14,1,1,3,1,2,100.0,1,0,0,0
u001490106,p02823,2,17,17,3000,118,6,0.25,0,1,0,0,0,0.0,1,0,0,1
u001490106,p02830,1,164,164,38256,141,8,0.17,1,0,2,1,1,100.0,1,0,0,0
u001490106,p02831,1,268,268,64012,85,4,0.5,0,0,0,0,0,0.0,1,0,0,0
u001490106,p02836,1,17,17,2940,114,8,0.17,0,1,3,1,1,100.0,1,0,0,0
u001490106,p02847,1,19,19,3060,219,11,0.11,0,2,3,1,1,100.0,1,0,0,0
u001490106,p02848,1,209,209,41564,239,10,0.12,0,1,4,2,2,100.0,1,0,0,0
u001490106,p02879,2,172,178,38370,140,8,0.125,1,1,0,0,0,50.0,1,1,0,0
u001490106,p02885,1,162,162,39760,77,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02897,1,166,166,38256,135,10,0.12,2,1,2,0,1,0.0,1,0,0,0
u001490106,p02898,1,199,199,51440,181,10,0.29,1,1,2,1,0,100.0,1,0,0,0
u001490106,p02899,1,235,235,73256,261,13,0.2,2,0,4,2,1,100.0,1,0,0,0
u001490106,p02910,2,163,176,38496,253,18,0.13,1,4,3,1,2,100.0,0,1,0,1
u001490106,p02911,2,2106,2106,60104,295,17,0.185,0,2,2,4,1,100.0,0,0,1,1
u001490106,p02916,1,192,192,38256,335,19,0.29,1,1,6,1,1,100.0,1,0,0,0
u001490106,p02917,1,166,166,38256,229,14,0.18,1,1,3,1,3,100.0,1,0,0,0
u001490106,p02921,2,164,169,38320,109,8,0.17,0,1,3,1,2,100.0,1,1,0,0
u001490106,p02933,1,179,179,38384,82,7,0.2,0,1,2,0,0,0.0,1,0,0,0
u001490106,p02945,1,173,173,38328,54,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001490106,p02951,1,177,177,38384,85,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001490106,p02958,1,184,184,38512,196,12,0.1,0,2,4,1,1,100.0,1,0,0,0
u001490106,p02969,1,162,162,38384,29,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u001490106,p02981,1,162,162,38384,50,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001490106,p02987,4,17,169,11800,268,16,0.0,0,4,4,0,1,50.0,1,2,0,1
u001490106,p02988,1,170,170,38384,158,8,0.17,0,1,3,1,0,100.0,1,0,0,0
u001490106,p02989,1,223,223,52684,129,8,0.17,0,1,2,0,1,0.0,1,0,0,0
u001490106,p02993,2,17,174,20662,158,10,0.0,0,2,2,1,1,100.0,1,0,0,1
u001490106,p02994,1,171,171,38256,247,17,0.23,0,2,4,1,0,100.0,1,0,0,0
u001490106,p02995,2,167,168,38320,335,23,0.29,2,0,8,1,0,0.0,0,0,0,2
u001490106,p02999,1,17,17,2940,71,5,0.0,0,1,0,0,0,0.0,1,0,0,0
u001490106,p03000,1,163,163,38384,182,12,0.1,0,1,3,1,1,100.0,1,0,0,0
u001490106,p03012,1,18,18,3064,292,17,0.14,0,1,7,1,2,100.0,1,0,0,0
u001490106,p03029,2,17,17,2940,52,2,0.0,0,0,0,0,0,0.0,1,0,0,1
u001490106,p03061,3,228,2104,15419,297,15,0.206666667,0,1,4,2,1,88.89,1,0,0,2
u001490106,p03073,1,184,184,39664,322,17,0.07,1,5,3,1,1,100.0,1,0,0,0
u001490106,p03086,1,170,170,38384,199,14,0.08,0,3,3,1,1,100.0,1,0,0,0
u001490106,p03137,3,234,240,57640,419,22,0.033333333,1,2,7,2,1,100.0,0,3,0,0
u001490106,p03243,1,167,167,38256,365,16,0.07,1,3,5,0,1,0.0,1,0,0,0
u001490106,p03261,1,174,174,38256,306,16,0.0,0,3,4,1,2,100.0,1,0,0,0
u001490106,p03262,2,343,351,89044,383,24,0.225,0,2,4,3,0,100.0,1,1,0,0
u001490106,p03265,1,167,167,38256,479,25,0.04,0,3,6,0,0,0.0,1,0,0,0
u001490106,p03307,2,168,169,38400,70,6,0.0,0,1,2,0,1,0.0,1,0,0,1
u001490106,p03424,2,17,17,2940,201,13,0.09,0,2,3,1,2,100.0,1,1,0,0
u001490106,p03434,1,178,178,38256,171,11,0.11,0,1,3,1,1,100.0,1,0,0,0
u001490106,p03474,1,186,186,38384,215,12,0.1,1,1,4,0,1,0.0,1,0,0,0
u001490106,p03544,1,17,17,2940,128,15,0.08,1,1,5,1,1,0.0,1,0,0,0
u001490106,p03564,1,160,160,38256,102,7,0.0,1,0,3,1,2,100.0,1,0,0,0
u001490106,p03606,1,203,203,39408,196,9,0.0,1,0,3,1,1,100.0,1,0,0,0
u001490106,p03673,1,314,314,122324,153,8,0.17,0,1,3,0,0,0.0,1,0,0,0
u001491147,p03369,1,206,206,15540,1716,57,0.14,6,3,18,2,2,50.0,0,1,0,0
u001495709,p02711,3,18,22,8997,92,5,0.0,0,1,1,0,0,0.0,1,2,0,0
u001495709,p02717,1,18,18,2940,50,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001495709,p02718,4,17,19,3093,254,15,0.125,0,2,2,1,0,100.0,1,3,0,0
u001495709,p02719,2,17,2133,239686,276,18,0.135,0,4,1,0,0,0.0,1,0,1,0
u001495709,p02786,1,18,18,3064,262,21,0.11,0,2,4,2,0,50.0,1,0,0,0
u001495709,p02897,2,17,17,2940,98,8,0.0,0,2,1,0,0,0.0,1,0,0,1
u001495709,p02921,1,17,17,2940,141,11,0.12,0,1,3,1,0,100.0,1,0,0,0
u001495709,p02969,1,17,17,2940,43,3,0.0,0,0,2,0,0,0.0,1,0,0,0
u001495709,p02987,1,35,35,4336,109,5,0.0,0,0,3,0,2,0.0,0,1,0,0
u001495709,p03369,1,17,17,2940,48,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u001495709,p03493,1,18,18,2940,121,9,0.0,0,3,2,0,0,0.0,1,0,0,0
u001495709,p03636,1,17,17,2940,82,4,0.0,0,0,3,0,0,0.0,1,0,0,0
u001517800,p02780,1,2104,2104,25060,216,7,0.0,0,0,3,1,2,100.0,0,0,1,0
u001547131,p02676,2,23,23,9160,93,9,0.17,0,2,3,0,2,0.0,1,0,0,1
u001565171,p02612,1,70,70,61640,96,7,0.2,0,1,3,0,0,0.0,1,0,0,0
u001565171,p02613,1,144,144,73424,177,11,0.43,0,0,3,2,0,100.0,1,0,0,0
u001577246,p02838,2,187,2105,42212,170,12,0.13,0,0,3,2,0,100.0,0,0,0,2
u001577246,p02897,1,17,17,2940,82,7,0.0,0,1,3,0,0,0.0,1,0,0,0
u001609307,p02847,1,43,43,3060,187,11,0.11,2,1,4,0,0,0.0,1,0,0,0
u001609307,p02848,1,24,24,3188,221,13,0.33,2,0,5,1,0,100.0,1,0,0,0
u001609307,p02885,1,17,17,2940,142,11,0.43,3,1,1,0,0,0.0,1,0,0,0
u001609307,p02933,1,17,17,2940,123,10,0.12,2,1,3,0,0,0.0,1,0,0,0
u001609307,p02945,1,17,17,2940,140,11,0.43,2,0,1,0,0,0.0,1,0,0,0
u001609307,p02981,1,17,17,2940,113,10,0.29,2,1,1,0,0,0.0,1,0,0,0
u001609307,p02987,3,17,17,2981,261,17,0.086666667,2,2,3,1,0,100.0,1,2,0,0
u001609307,p02988,1,17,17,3064,192,10,0.12,2,1,3,1,0,100.0,1,0,0,0
u001609307,p02989,1,81,81,14428,186,13,0.33,2,0,6,0,0,0.0,1,0,0,0
u001636577,p02577,1,205,205,9308,72,5,0.0,0,1,1,0,0,0.0,1,0,0,0
u001672659,p02921,1,10,10,2568,132,11,0.43,1,1,3,1,2,100.0,1,0,0,0
u001687078,p02780,2,191,192,25060,216,9,0.0,0,0,4,1,0,100.0,1,0,0,1
u001687078,p02837,1,75,75,9716,634,26,0.09,2,2,5,4,1,100.0,1,0,0,0
u001687078,p02911,1,257,257,12676,342,16,0.0,0,3,2,3,1,100.0,1,0,0,0
u001687078,p02995,1,36,36,5048,220,10,0.12,0,0,3,0,0,0.0,1,0,0,0
u001687078,p02996,1,709,709,55272,265,13,0.09,0,1,4,1,1,100.0,1,0,0,0
u001687078,p03012,1,178,178,38512,189,10,0.0,0,2,4,1,0,100.0,0,0,0,1
u001687078,p03029,1,173,173,38256,49,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001687078,p03069,2,911,1163,3500,108,7,0.165,0,0,2,1,0,0.0,0,1,0,1
u001687078,p03073,1,38,38,4636,116,4,0.0,0,0,3,0,0,0.0,1,0,0,0
u001687078,p03074,1,2104,2104,5184,472,27,0.13,0,3,4,3,0,100.0,0,0,1,0
u001687078,p03081,1,2104,2104,15836,467,19,0.06,0,5,2,3,0,100.0,0,0,1,0
u001687078,p03086,1,22,22,3188,81,3,0.0,0,0,1,0,0,0.0,1,0,0,0
u001687078,p03104,1,2107,2107,2940,104,5,0.0,0,0,1,1,0,100.0,0,0,1,0
u001687078,p03196,1,182,182,40044,305,16,0.0,0,4,2,2,0,50.0,0,0,0,1
u001687078,p03262,1,130,130,16080,160,6,0.0,0,0,1,0,0,0.0,1,0,0,0
u001687078,p03329,1,153,153,4632,361,15,0.0,1,2,5,1,2,100.0,1,0,0,0
u001687078,p03373,1,18,18,3064,316,15,0.0,0,5,0,0,0,0.0,0,0,0,1
u001687078,p03434,1,17,17,3060,208,10,0.0,0,1,2,1,1,100.0,1,0,0,0
u001687078,p03493,3,17,17,2940,50,3,0.0,0,0,1,0,0,33.33333333,2,0,0,1
u001687078,p03502,3,17,18,2940,130,9,0.0,0,1,2,1,1,0.0,1,2,0,0
u001687078,p03636,1,17,17,2940,47,2,0.0,0,0,1,0,0,0.0,1,0,0,0
u001687078,p03745,1,76,76,14252,422,23,0.22,0,7,4,1,0,100.0,1,0,0,0
u001687078,p03775,1,27,27,2940,245,12,0.0,0,2,3,1,0,100.0,1,0,0,0
u001687078,p03807,3,41,57,14069,165,9,0.146666667,0,1,2,1,0,100.0,1,2,0,0
u001687078,p03861,1,17,17,2940,64,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001687078,p03910,1,22,22,3408,104,6,0.0,0,0,1,1,0,0.0,1,0,0,0
u001687078,p03944,5,17,18,3064,277,17,0.068,0,5,4,1,4,100.0,1,0,0,4
u001689394,p02546,6,21,34,9068,364,17,0.0,0,5,4,1,0,66.66666667,1,4,0,1
u001689394,p02547,6,25,36,9179,501,22,0.0,0,7,4,2,0,100.0,0,1,0,5
u001695423,p03369,1,17,17,2940,90,9,0.0,0,3,1,0,0,0.0,1,0,0,0
u001746908,p03139,1,11,11,2568,75,2,0.0,0,0,0,0,0,0.0,0,0,0,1
u001751495,p02682,2,22,23,9152,124,8,0.195,0,2,0,0,0,0.0,0,0,0,2
u001751495,p02719,2,17,17,2940,100,8,0.625,0,0,2,0,0,0.0,0,0,0,2
u001769145,p02546,1,26,26,9016,71,6,0.25,0,1,1,0,1,0.0,1,0,0,0
u001769145,p02547,1,27,27,9104,235,13,0.09,0,2,3,1,2,100.0,1,0,0,0
u001769145,p02548,1,219,219,9152,130,9,0.14,0,1,3,1,1,100.0,1,0,0,0
u001769145,p02549,3,955,2210,60201,553,25,0.163333333,4,1,4,3,2,100.0,1,0,2,0
u001769145,p02571,3,60,66,9012,268,19,0.376666667,0,1,7,2,2,100.0,1,0,0,2
u001769145,p02576,1,31,31,9160,108,6,0.25,0,1,0,0,0,0.0,1,0,0,0
u001769145,p02577,1,203,203,9256,76,7,0.25,0,1,1,0,1,0.0,1,0,0,0
u001769145,p02578,1,188,188,32004,179,11,0.25,0,0,5,1,2,100.0,1,0,0,0
u001769145,p02579,2,2212,2212,205966,926,40,0.39,2,4,5,2,3,100.0,0,0,1,1
u001769145,p02582,4,24,30,8998,164,12,0.2225,0,1,3,1,1,100.0,2,0,0,2
u001769145,p02583,2,70,71,9074,401,22,0.25,0,3,6,3,2,100.0,2,0,0,0
u001769145,p02584,2,30,31,9146,203,13,0.2,0,2,3,0,1,0.0,2,0,0,0
u001769145,p02585,7,369,3356,469681,777,31,0.105714286,0,3,10,2,2,71.42857143,1,4,0,2
u001769145,p02612,1,28,28,9156,91,9,0.33,1,1,2,0,0,0.0,1,0,0,0
u001769145,p02613,1,138,138,16612,196,11,0.43,1,0,2,0,0,0.0,1,0,0,0
u001769145,p02614,1,130,130,9336,578,27,0.25,1,3,5,4,0,100.0,1,0,0,0
u001769145,p02615,2,165,166,31534,246,16,0.155,1,1,4,1,0,100.0,1,0,0,1
u001769145,p02622,1,61,61,9420,121,12,0.38,1,1,4,1,0,100.0,1,0,0,0
u001769145,p02623,4,203,2208,130190,525,25,0.295,1,2,8,1,0,100.0,1,1,0,2
u001769145,p02624,1,173,173,63168,220,14,0.33,4,0,3,1,0,100.0,1,0,0,0
u001769145,p02630,1,497,497,85872,534,27,0.13,1,0,8,2,0,100.0,1,0,0,0
u001769145,p02631,7,1612,2226,320694,533,23,0.234285714,1,4,4,2,0,100.0,1,0,4,2
u001769145,p02639,1,59,59,61680,113,7,0.5,1,1,1,1,0,100.0,1,0,0,0
u001769145,p02640,2,60,61,61684,104,7,0.2,1,1,0,0,0,0.0,1,0,0,1
u001769145,p02641,3,57,96,64231,460,21,0.176666667,1,4,3,0,0,0.0,1,1,0,1
u001769145,p02646,1,60,60,61656,237,16,0.15,1,2,3,0,0,0.0,1,0,0,0
u001769145,p02647,2,380,2209,168310,443,20,0.12,2,2,4,2,0,100.0,1,0,1,0
u001769145,p02662,1,2230,2230,590548,787,33,0.28,2,1,7,4,0,100.0,0,0,1,0
u001769145,p02670,2,2210,2211,163610,1522,61,0.155,4,11,8,4,0,75.0,0,0,2,0
u001769145,p02671,2,2207,2208,75788,844,34,0.215,1,3,6,2,0,100.0,0,0,2,0
u001769145,p02676,2,23,23,9162,116,9,0.33,1,1,2,0,0,0.0,1,0,0,1
u001769145,p02677,1,26,26,9444,194,13,0.71,1,0,4,0,0,0.0,1,0,0,0
u001769145,p02679,1,2217,2217,341576,490,23,0.29,1,2,5,4,0,100.0,0,0,1,0
u001769145,p02682,1,22,22,9176,227,18,0.31,2,2,3,0,0,0.0,1,0,0,0
u001769145,p02683,2,107,178,27204,690,34,0.38,2,3,9,2,0,100.0,1,0,0,1
u001769145,p02684,1,396,396,51072,489,28,0.29,2,2,7,1,0,0.0,1,0,0,0
u001769145,p02691,3,197,2207,50949,270,16,0.293333333,1,0,5,2,3,100.0,1,0,2,0
u001769145,p02696,1,20,20,9072,130,10,0.8,2,0,1,0,0,0.0,1,0,0,0
u001769145,p02699,2,20,91,38982,210,16,0.32,2,2,2,1,0,50.0,1,1,0,0
u001769145,p02743,3,17,36,4489,251,9,0.18,1,1,0,0,0,0.0,1,0,0,2
u001769145,p02780,2,168,2105,24914,313,18,0.41,1,1,4,2,0,100.0,1,0,1,0
u001769145,p02787,1,26,26,3692,808,32,0.19,1,2,7,3,0,33.33,0,0,0,1
u001769145,p02813,1,227,227,41712,336,20,0.36,2,2,6,1,0,100.0,1,0,0,0
u001769145,p02814,2,158,166,38530,229,14,0.44,1,1,3,0,1,0.0,0,0,0,2
u001769145,p02822,4,843,2210,137882,1106,58,0.3075,5,2,12,4,2,81.25,1,1,1,1
u001769145,p02862,6,62,2286,956485,692,36,0.365,1,1,6,1,1,100.0,1,2,2,1
u001769145,p02996,2,1234,1335,70760,434,22,0.31,1,2,5,2,0,100.0,1,0,0,1
u001769145,p03086,1,172,172,38384,293,17,0.23,1,2,4,3,0,100.0,1,0,0,0
u001769145,p03108,4,381,2259,553112,1488,58,0.18,2,4,5,2,1,100.0,0,1,0,3
u001769145,p03338,1,17,17,3060,196,15,0.17,3,1,6,1,0,100.0,1,0,0,0
u001769145,p03611,3,82,155,13732,363,23,0.31,3,1,6,2,0,100.0,1,2,0,0
u001769145,p03665,1,180,180,38384,433,21,0.25,1,2,3,1,0,100.0,1,0,0,0
u001769145,p03672,1,21,21,3316,264,20,0.19,3,1,6,1,0,0.0,1,0,0,0
u001769145,p03682,6,1611,2196,165937,1870,84,0.248333333,11,5,10,3,4,100.0,2,3,0,1
u001769145,p03695,3,17,17,3064,324,20,0.19,3,2,6,1,0,100.0,1,2,0,0
u001769145,p03861,1,168,168,38384,158,12,0.38,1,1,3,0,0,0.0,1,0,0,0
u001834182,p02676,1,57,57,61600,80,7,0.2,0,1,2,0,2,0.0,1,0,0,0
u001834182,p02677,1,56,56,62608,208,7,0.2,0,0,3,0,1,0.0,1,0,0,0
u001834182,p02699,1,60,60,61720,82,6,0.25,0,1,0,0,0,0.0,1,0,0,0
u001834182,p02711,3,20,2207,50007,180,10,0.133333333,0,1,2,2,2,66.66666667,1,0,0,2
u001834182,p02717,1,17,17,2940,43,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001834182,p02718,1,189,189,38512,198,14,0.18,0,2,2,1,1,100.0,1,0,0,0
u001834182,p02719,2,171,2106,40030,67,6,0.2,0,0,2,0,2,0.0,1,0,0,1
u001834182,p02729,1,18,18,2940,64,2,0.0,0,0,0,0,0,0.0,1,0,0,0
u001834182,p02772,1,17,17,3060,226,14,0.18,0,2,3,1,2,100.0,1,0,0,0
u001834182,p02789,1,17,17,2940,77,6,0.25,0,1,0,0,0,0.0,1,0,0,0
u001834182,p02801,1,17,17,2940,42,3,0.0,0,0,2,0,1,0.0,1,0,0,0
