user_id,submission_count,avg_code_size,min_cpu_time,max_cpu_time,avg_memory,avg_total_lines,avg_line_spacing,avg_total_comments,avg_if_else_count,avg_total_variables,avg_loop_count,avg_capitalized_variable_names,avg_percentage_for_loops,acceptance_rate,submissions_per_month
u318296597,59,229.32,17,2205,7750.71,11,0.1,0,1,2,0,2,56,67.8,9
u318345739,82,1005.82,25,3308,99100,39,0.27,1,3,7,3,2,67,50,82
u318363730,1,317,18,18,2940,17,0.23,0,3,2,0,0,0,100,1
u318378985,14,324.79,20,2224,60766,16,0.17,0,1,3,1,2,79,64.29,7
u318384266,6,524.33,1795,2107,3540.67,24,0.04,0,4,4,3,2,100,16.67,6
u318393460,7,78.86,20,20,5577.14,4,0,0,0,0,0,0,15,71.43,7
u318414416,28,616.5,17,2368,225321.57,26,0.18,1,1,6,2,1,84,25,7
u318427318,148,410.87,17,2207,13943.57,20,0.2,0,3,3,0,1,48,43.92,19
u318430977,51,799.86,0,18450,18967.14,37,0.19,0,3,7,3,1,87,43.14,17
u318431908,68,293.1,17,2206,11273.24,16,0.19,0,2,4,1,4,57,39.71,12
u318508464,1,226,18,18,3060,11,0.11,1,3,0,0,0,0,100,1
u318533762,3,117.33,25,64,26580,10,0.6,0,2,1,0,0,0,33.33,3
u318566284,7,201.29,17,175,8371.43,11,0.05,0,1,3,1,0,86,71.43,7
u318605814,2,62,10,20,5106,3,0,0,0,2,0,0,0,100,2
u318616028,6,211,17,26,3127.33,11,0.04,0,1,2,0,0,12,50,3
u318658123,11,337.36,0,40,6140.36,20,0.38,0,2,3,2,0,88,81.82,11
u318661636,45,82.38,22,30,9064.8,5,0.54,0,0,0,0,1,5,84.44,45
u318662224,28,233,24,2206,15779.57,13,0.28,0,1,3,1,1,68,32.14,14
u318700622,1,202,22,22,9116,13,0.09,0,1,3,0,0,0,0,1
u318740143,92,191.34,17,2205,5815.74,11,0.09,0,1,2,0,1,53,45.65,19
u318859025,18,186.5,17,608,5403.56,12,0.22,0,2,2,1,0,50,55.56,18
u318867116,4,146,17,638,3032,8,0.1,0,1,2,1,1,50,75,2
u318909153,45,234.89,11,2105,8779.38,13,0.02,0,2,4,0,2,38,24.44,12
u318910474,11,51.73,0,60,5353.09,2,0,0,0,0,0,0,28,72.73,3
u318925675,2,276.5,17,17,3064,16,0,0,2,5,1,1,0,50,2
u318936505,1,446,317,317,81240,33,0,1,7,7,0,0,0,100,1
u318946509,6,73.17,17,18,2980,3,0,0,0,1,0,1,0,100,6
u318955153,20,130.6,17,1516,2988.6,6,0.01,0,0,1,0,1,20,90,7
u319002530,40,156.45,17,2209,251004.6,9,0.21,0,0,2,0,1,40,30,8
u319033006,8,209.62,17,2109,24035,14,0.2,0,1,4,1,2,88,25,8
u319038975,1,191,25,25,9064,14,0.18,0,3,3,1,0,100,100,1
u319046012,1,1085,223,223,21276,50,0.04,14,4,6,5,0,80,100,1
u319065189,15,469.47,17,22,3030.67,17,0.11,0,2,3,3,1,67,26.67,15
u319067751,8,478.75,17,2105,11253.5,27,0.3,1,2,5,2,2,67,50,3
u319071120,2,93.5,25,145,9112,7,0.25,0,0,1,1,0,25,100,2
u319085410,1,129,23,23,9156,9,0.17,0,1,3,0,0,0,100,1
u319245933,166,262.37,17,3310,39892.72,13,0.24,0,1,2,1,1,51,52.41,21
u319297006,5,143.2,30,2205,14717.6,11,0.22,0,1,3,0,0,40,60,5
u319297660,4,177.5,17,82,3591,10,0.29,0,1,3,0,0,50,100,2
u319311571,100,242.86,17,2210,13082.36,11,0.01,0,1,3,1,0,60,47,8
u319344387,4,193.5,17,63,8582,12,0,0,2,2,0,1,50,25,2
u319345083,94,344.05,17,2238,56490.38,16,0.18,0,2,3,1,1,43,25.53,14
u319394183,12,1366.42,20,9570,38921.67,53,0.16,1,5,7,2,1,80,100,6
u319396308,17,648.29,20,2104,18422.82,36,0.3,1,2,6,3,3,77,35.29,6
u319403848,35,129.51,20,280,5829.83,7,0.04,0,0,1,0,1,36,100,9
u319410662,28,220.36,10,2110,25886,10,0.01,0,1,2,1,1,56,78.57,3
u319452629,1,67,17,17,2940,3,1,0,0,0,0,0,0,100,1
u319589470,149,602.69,17,2211,19470.66,22,0.03,2,1,4,1,1,71,61.07,12
u319609701,5,166.6,17,26,2964,12,0.2,1,2,3,0,0,20,100,5
u319612498,65,193.42,17,2104,3402.15,10,0.04,0,1,2,0,1,40,56.92,11
u319625425,2,158.5,17,20,3000,8,0,0,1,2,0,0,0,50,2
u319631723,16,156.94,17,2207,27108.5,9,0.22,0,0,2,0,2,32,56.25,6
u319646821,2,67,20,20,5582,3,0,0,0,2,0,0,0,100,2
u319690708,18,228,17,48,3507.11,20,0.43,3,1,4,0,3,62,77.78,18
u319695085,16,216.12,17,23,3398.25,13,0.52,1,1,2,0,1,13,37.5,16
u319725914,177,685.36,0,41990,8342.92,22,0.03,2,3,4,3,1,52,54.8,59
u319737087,2,156.5,32,73,8070,9,0.06,0,2,3,1,0,100,50,2
u319740114,8,502,20,6440,6941.5,26,0.27,0,2,4,1,1,88,50,4
u319774425,7,476.71,0,20,4592.57,23,0.28,0,2,6,2,1,100,0,7
u319805917,43,147,17,2104,4403.16,9,0.04,0,1,2,0,1,37,65.12,4
u319818856,191,1061.57,17,2154,42321.91,42,0.28,3,4,5,2,2,59,56.54,20
u319839544,27,651.81,17,2112,14999.11,28,0.26,3,2,6,1,4,63,40.74,14
u319899784,14,198.86,17,147,14397.71,10,0.06,0,0,2,1,2,58,78.57,4
u319938194,2,1408.5,100,6800,18524,52,0.16,8,4,6,5,1,70,100,1
u319957725,21,327,17,2205,13912.19,16,0.32,1,0,3,0,2,27,57.14,5
u319984556,4,349.25,202,341,23798,24,0.3,0,2,7,1,1,75,50,2
u320009356,2,603,20,950,12736,31,0.2,0,3,5,2,0,84,100,2
u320027077,1,139,27,27,9028,9,0,0,3,1,0,0,0,100,1
u320027541,5,159.6,34,251,10311.2,9,0.3,0,0,2,0,1,0,40,3
u320098990,31,297.58,17,2206,7086.58,15,0.27,0,1,4,0,2,44,58.06,7
u320121447,26,744.15,20,19090,57571.69,35,0.19,0,2,5,2,1,58,57.69,7
u320122168,4,92.5,17,18,2970,3,0,0,0,1,0,1,25,25,2
u320250909,6,256.17,17,2104,6074.67,13,0.09,0,2,2,1,1,100,33.33,6
u320256925,2,73.5,17,17,2940,7,0.21,0,1,1,0,0,0,50,2
u320284503,7,570.43,2104,2197,430256.57,34,0.16,1,3,9,3,0,70,0,7
u320301195,2,79.5,17,17,2940,3,0.75,0,0,0,0,0,0,50,2
u320304481,7,328.14,27,2109,20160,16,0.11,1,1,3,1,1,43,57.14,3
u320316900,1,474,0,0,0,29,0.35,0,4,3,1,0,100,0,1
u320325426,33,76.15,17,19,2954.55,2,0,0,0,0,0,0,16,75.76,33
u320354968,2,575,235,450,11630,22,0.08,0,2,4,3,0,42,100,1
u320363006,2,132.5,29,30,9092,9,0,0,1,1,0,0,0,100,2
u320367606,5,249.4,17,293,4825.6,16,0.1,0,1,2,1,0,80,40,3
u320403421,4,806.25,21,60,3316,28,0,1,4,2,1,0,100,25,4
u320446607,10,653.6,30,27740,46492.4,32,0.06,0,5,3,2,1,76,50,10
u320456643,1,139,22,22,9104,9,0,0,3,1,0,1,0,100,1
u320468844,1,82,21,21,9156,6,0.25,0,1,2,0,0,0,100,1
u320511454,100,211.44,17,2846,14131.28,11,0.14,0,1,2,0,1,55,65,10
u320555665,17,140.12,19,2206,22801.88,7,0,0,1,2,0,0,71,52.94,6
u320567105,55,794.84,17,2139,39321.16,33,0.13,1,4,10,3,5,66,63.64,14
u320681122,12,283.17,17,197,11320.67,18,0.36,0,2,2,1,0,75,66.67,3
u320758035,1,628,1428,1428,122112,32,0.2,0,2,11,1,1,100,100,1
u320763652,92,127,17,2106,5953.22,9,0.42,0,1,1,0,1,22,57.61,19
u320921262,54,150.94,20,980,5824.3,7,0.01,0,1,1,1,1,37,100,14
u320995187,2,76,10,20,5104,4,0,0,0,3,0,0,0,100,2
u321008368,2,298,17,17,3062,22,0.24,1,2,3,0,1,0,50,2
u321017034,22,298.41,20,40000,9728.36,15,0.2,0,1,3,1,1,35,63.64,22
u321023074,9,173.89,17,789,11151.56,11,0.02,0,1,3,1,1,67,55.56,5
u321035578,272,538.93,17,2209,31568.79,25,0.14,1,3,4,1,1,59,47.06,21
u321043950,14,452.43,17,2112,21896.57,20,0.34,0,2,3,2,1,65,50,4
u321065001,31,175.03,17,2206,10758.06,11,0.32,0,1,2,0,1,54,38.71,7
u321071346,7,189.14,24,113,14110.86,9,0.11,0,1,2,1,0,43,14.29,7
u321074777,12,114.08,17,515,30868.67,5,0.03,0,0,1,0,0,25,100,4
u321092713,2,126,17,19,2940,8,0,0,1,2,0,1,50,50,2
u321096814,60,459.1,17,2106,8964.93,23,0.18,1,2,4,1,1,54,21.67,15
u321121629,1,29,18,18,2940,2,0,0,0,1,0,0,0,100,1
u321132512,1,526,4220,4220,5604,17,0,0,2,3,3,0,67,100,1
u321155043,61,665.21,17,2139,83213.05,37,0.32,0,3,9,3,2,69,44.26,13
u321163853,21,190.62,17,126,4651.43,15,0.63,0,0,3,0,0,34,71.43,7
u321168841,1,25,19,19,3060,1,0,0,0,0,0,0,0,100,1
u321256840,3,174.33,17,18,3022.67,7,0.31,0,1,1,0,0,0,66.67,3
u321334995,1,29,20,20,5576,2,0,0,0,1,0,0,0,100,1
u321346696,7,230.71,17,2104,7934.29,12,0,0,1,5,1,3,58,71.43,4
u321354941,10,119.4,17,20,3026,8,0.24,0,0,3,0,1,20,80,5
u321379724,4,95.25,25,31,9105,5,0,0,1,1,0,1,0,25,4
u321415743,35,332.97,20,2241,16826.63,17,0.12,0,2,3,1,1,55,28.57,12
u321492259,32,171.56,17,2112,13647.62,8,0.03,0,0,2,0,1,45,40.62,5
u321511305,2,264.5,17,21,3002,10,0,0,3,0,0,0,0,50,1
u321598381,14,148.79,17,2104,15705.43,9,0.18,0,1,2,0,0,43,35.71,4
u321605735,58,204.28,22,2295,79412.41,10,0,0,1,4,0,3,70,60.34,15
u321611522,3,243.67,29,57,9170.67,11,0,0,1,3,2,0,67,66.67,3
u321613164,4,75.5,17,28,2940,6,0,0,1,2,0,0,0,25,4
u321623101,8,324.88,108,2109,16963,21,0.19,0,1,4,2,2,100,12.5,8
u321643070,3,120.67,17,17,2940,8,0,0,2,0,0,0,0,100,3
u321644110,8,219.25,21,2206,21596,10,0.03,0,1,3,1,2,86,25,8
u321712183,3,173.33,20,30,7598.67,10,0.21,1,0,1,0,0,34,100,2
u321804710,12,113,17,2206,8472.33,7,0.02,0,0,2,0,1,9,41.67,6
u321842786,9,272.11,17,2110,18433.78,11,0.25,1,1,2,0,1,45,44.44,3
u321871080,6,218.67,29,202,44908,11,0.18,0,0,3,1,0,50,50,6
u321881571,11,89.36,19,24,9050.91,4,0,0,1,0,0,1,46,18.18,6
u321950203,3,232.67,61,147,9212,15,0.11,0,2,5,1,0,100,66.67,3
u322020751,2,189,20,5480,5610,11,0.12,0,1,3,1,1,50,100,2
u322029080,6,365.83,17,20,3168,20,0.04,0,1,12,0,0,0,0,6
u322099043,11,292.09,17,2105,19603.64,19,0.6,0,1,2,0,0,28,72.73,4
u322107177,4,566,20,18420,18941,34,0.24,0,2,5,3,1,80,100,4
u322138661,3,67,0,20,1857.33,5,0,0,0,3,0,0,0,33.33,3
u322171361,29,137.31,10,2207,11865.24,8,0.01,0,1,2,0,1,57,62.07,6
u322185540,81,187.95,17,2109,6238.37,9,0.03,0,1,2,0,1,49,70.37,11
u322187839,96,181.23,17,2206,17418.04,11,0.21,0,1,2,0,1,52,78.12,20
u322229918,27,355.89,20,2207,36383.85,17,0.2,0,0,4,1,2,82,44.44,14
u322276835,2,198,20,20,5608,10,0.2,0,1,0,2,0,50,100,1
u322297639,95,188.04,17,2208,17303.07,8,0.04,0,0,2,0,1,46,75.79,11
u322354465,92,263.39,17,205,4391.43,13,0.43,0,1,2,0,0,26,79.35,23
u322362336,4,873.25,216,2183,366059,41,0.24,0,1,8,5,0,81,50,2
u322422220,4,325.25,18,2108,9960,15,0,0,1,3,1,0,75,25,4
u322422986,1,117,17,17,3064,9,0,0,1,3,1,0,100,100,1
u322428339,5,302.8,20,20,5599.2,15,0.04,0,1,5,0,1,40,100,5
u322440802,1,121,50,50,11908,7,0,0,1,3,1,0,100,100,1
u322442506,7,168,30,2208,40065.14,10,0.07,0,1,2,0,0,58,28.57,7
u322457988,37,352.7,20,3200,11887.35,15,0.12,1,2,2,1,1,54,100,7
u322529408,4,126,17,18,3000,8,0.11,0,0,2,0,0,75,75,4
u322568242,2,74,17,17,2940,3,0,0,1,1,0,0,0,100,2
u322603957,8,143.75,20,147,10013,8,0.02,0,1,2,0,0,50,50,3
u322616042,81,310.43,17,3310,84077.68,16,0.07,1,2,3,1,1,46,56.79,17
u322700954,1,76,19,19,2940,5,0,0,1,1,0,0,0,0,1
u322742557,4,85.75,16,2103,4961,6,0.45,0,0,3,0,0,25,25,4
u322760626,7,178.14,20,90,6136,8,0.12,0,1,1,1,1,41,100,7
u322763702,22,252.77,17,2300,310626.55,13,0.34,0,1,3,0,2,46,31.82,11
u322780285,7,118.14,17,17,2957.71,8,0.35,0,1,2,0,3,0,14.29,7
u322793329,4,270,17,19,3002,14,0.02,0,2,3,0,0,50,50,4
u322826875,5,432.4,17,18,2989.6,21,0.21,5,3,3,0,0,60,40,3
u322856668,2,205.5,230,2209,136962,14,0.03,0,2,3,1,0,50,50,2
u322947441,58,211.16,20,350,5863.45,11,0.05,0,1,2,1,1,36,100,15
u322993301,3,257.67,18,178,26569.33,11,0.05,0,4,0,0,0,0,33.33,3
u322997691,1,86,28,28,9012,6,0.25,0,1,0,0,0,0,100,1
u322999410,15,207.07,17,2108,9181.07,11,0.24,0,1,3,0,0,36,66.67,4
u323011274,19,752.05,18,2143,50947.58,33,0.28,2,3,6,2,0,85,47.37,10
u323042706,3,241.33,17,17,2980,8,0.14,0,2,1,0,1,34,66.67,2
u323045245,176,254.32,17,3310,11446.43,11,0.04,0,1,2,1,1,62,61.93,26
u323068559,2,198.5,36,48,9132,10,0.29,0,1,1,2,0,100,50,2
u323082382,12,49.83,0,30,4463.33,2,0.16,0,0,0,0,0,0,50,12
u323083620,1,128,62,62,9340,10,0.5,0,1,3,1,2,100,100,1
u323114095,1,299,246,246,45912,12,0.57,0,2,3,0,2,0,100,1
u323119569,1,35,20,20,5572,3,0,0,0,1,0,0,0,100,1
u323120917,33,268.03,17,2104,10158.79,15,0.01,0,2,5,0,2,38,57.58,6
u323122636,3,54.33,28,32,9141.33,4,0.42,0,0,1,0,0,0,33.33,3
u323125813,72,252.92,17,2104,24402.89,13,0.15,0,1,3,1,1,63,63.89,7
u323194320,1,29,20,20,5576,2,0,0,0,1,0,0,0,100,1
u323210830,5,73.4,16,17,2988,5,0,0,0,1,0,0,60,40,5
u323315992,3,147.67,29,61,9017.33,10,0.08,0,1,3,1,2,67,66.67,3
u323374686,43,236.72,17,2110,40151.53,11,0.07,0,1,3,0,0,51,58.14,22
u323390589,3,219,17,19,3022.67,14,0.02,0,0,5,2,0,67,66.67,3
u323395306,57,4010.26,77,2259,300542.25,148,0.23,11,10,16,5,3,66,28.07,19
u323408853,4,175.5,17,21,3110,8,0,0,1,2,0,0,25,25,4
u323410111,1,29,20,20,5572,2,0,0,0,1,0,0,0,100,1
u323445215,8,282.25,20,25,9195.5,19,0.26,0,5,1,0,0,0,12.5,8
u323450278,2,246,17,17,2940,18,0.66,0,1,3,0,0,50,100,1
u323453628,3,140.67,69,111,63954.67,8,0,0,1,1,0,1,67,100,3
u323459806,5,341.6,18,24,8168.8,25,0.3,2,2,8,0,4,20,40,3
u323492289,22,484.05,17,3159,13808.73,23,0.28,0,2,5,1,1,69,68.18,5
u323531048,19,332.26,17,2108,30491.16,16,0.25,1,0,5,2,2,85,21.05,19
u323532272,22,134.32,17,2104,7996.91,7,0.39,0,1,1,0,1,5,36.36,11
u323555473,6,254.83,17,2104,12023.33,12,0,0,1,4,1,2,84,50,6
u323606959,2,41.5,20,20,5586,2,0,0,0,0,0,0,0,100,2
u323626540,25,294.2,17,496,4377.12,14,0.24,0,1,2,1,1,46,56,4
u323637985,5,79,21,23,9040,6,0,0,1,0,0,0,60,0,5
u323680411,120,311.32,17,1101,7704.6,18,0.39,0,2,3,1,1,54,88.33,7
u323748756,3,572.67,126,677,32342.67,26,0.05,0,3,7,3,0,81,100,2
u323776712,3,134,17,18,2940,8,0.15,0,1,1,0,1,0,66.67,3
u323776907,25,181.04,17,2209,20859.84,11,0.09,0,1,2,1,0,26,32,9
u323780795,1,86,17,17,2940,4,0.5,0,0,1,0,0,0,100,1
u323786992,15,598.93,20,7370,32457.07,26,0.32,0,2,5,3,1,65,100,5
u323859575,79,258.71,19,3344,29785.37,14,0.18,0,1,3,1,1,65,56.96,27
u323905682,22,237.32,20,4350,9136.18,11,0.1,0,1,2,1,1,44,100,22
u323923521,4,123,29,148,14966,7,0.16,0,1,1,0,0,50,100,2
u324001631,4,233,20,1640,9779,11,0.12,0,1,2,1,0,44,100,2
u324019481,35,497.11,64,2211,86379.89,19,0.15,1,2,4,2,1,70,60,12
u324061287,7,152.43,25,2206,9054.29,11,0.1,0,2,1,0,0,0,14.29,7
u324090406,76,649.49,20,3309,35578.21,28,0.15,0,3,5,2,1,71,30.26,19
u324102350,7,144.14,22,161,10134.86,10,0.26,0,1,2,0,2,43,85.71,4
u324139120,1,37,17,17,2940,1,0,0,0,0,0,0,0,100,1
u324139341,2,81,17,17,2940,5,0,0,1,1,0,1,0,50,2
u324168511,4,122.75,20,20,5586,6,0.33,0,1,0,0,0,0,100,2
u324175935,2,45,20,20,5578,3,0,0,0,0,0,0,0,100,2
u324179068,1,83,17,17,2940,6,0.25,0,1,0,0,0,0,100,1
u324197506,49,386.18,17,2205,23718.61,21,0.45,0,2,4,1,1,47,59.18,10
u324203310,4,75.5,17,23,4477,3,0,0,0,0,0,0,0,100,2
u324207738,2,150,18,2105,20414,8,0.04,0,1,1,0,0,50,50,1
u324285857,18,563.83,57,3168,76148.44,25,0.17,0,1,5,2,2,54,83.33,9
u324302921,2,98,18,18,3000,5,0,0,0,2,0,1,0,50,2
u324303263,1,334,17,17,3060,17,0.07,0,3,3,3,1,100,100,1
u324314500,79,1147.85,18,2172,68011.14,44,0.12,4,2,13,2,2,70,67.09,16
u324326379,73,228.23,17,2211,62584.82,12,0.07,0,1,2,1,1,39,57.53,37
u324333645,1,89,24,24,9036,7,0,0,1,3,1,2,100,0,1
u324403873,2,52.5,20,20,5578,7,1,0,0,2,0,0,0,100,1
u324508508,3,89.33,17,17,2940,5,0,0,1,0,0,1,0,0,3
u324549724,32,125.59,17,21,2967,5,0,0,1,1,0,0,22,68.75,6
u324586345,1,713,17,17,2940,19,0.12,14,1,0,0,0,0,100,1
u324811972,46,342.43,0,42090,108715.65,16,0,1,1,6,1,0,41,10.87,46
u324881146,2,38.5,17,17,2940,1,0,0,0,0,0,0,0,50,2
u324901677,1,68,17,17,2940,3,1,0,1,0,0,0,0,100,1
u324918230,22,498.55,23,2207,48572.36,17,0.11,0,2,3,2,1,47,31.82,11
u324942552,2,70,20,20,5586,3,0,0,1,0,0,0,0,100,2
u324946249,4,89,10,20,5351,4,0,0,0,1,0,0,0,100,4
u324975917,6,70.17,17,24,6048,4,0,0,0,1,0,0,0,50,3
u325119213,117,291.42,17,1103,6844.1,15,0.51,0,1,2,0,1,40,80.34,30
u325132311,31,713.61,18,2206,15074.19,29,0.13,0,6,7,1,1,81,22.58,16
u325149030,59,352.44,17,2242,163973.02,16,0.05,0,1,3,2,2,67,37.29,15
u325183470,13,379.38,164,2109,63501.54,22,0.41,0,1,6,1,0,85,38.46,7
u325191277,1,311,17,17,2940,17,0.14,1,2,4,2,0,50,100,1
u325206354,16,195,17,2104,3002.5,10,0,0,2,2,0,1,38,56.25,16
u325227960,410,580.48,17,3337,88264.06,29,0.19,2,2,5,3,2,68,62.68,17
u325240300,3,196,23,51,9625.33,14,0.59,0,1,4,0,2,0,33.33,3
u325264482,140,253.52,17,2180,34001.94,13,0.27,0,1,2,0,2,45,63.57,14
u325270534,35,205.14,17,2207,13437.37,9,0.07,0,1,1,0,1,40,28.57,7
u325279090,11,296.55,17,2656,18819.27,19,0.01,0,2,7,2,3,78,36.36,3
u325282913,430,375.48,17,2278,46620.95,17,0.03,0,2,4,1,1,68,51.86,24
u325340669,2,661.5,17,923,351854,31,0.16,0,3,7,5,0,100,100,1
u325411666,1,296,867,867,43228,18,0,0,2,5,3,0,100,100,1
u325417776,1,349,22,22,9456,14,0.18,0,0,6,0,0,0,100,1
u325471499,8,121.88,16,25,7575.5,6,0.04,0,1,2,0,1,0,12.5,8
u325492232,50,452,17,2207,14523.2,18,0.3,1,2,3,1,0,74,64,9
u325540378,22,1093.95,20,19750,9933.82,45,0.21,0,6,6,5,1,61,100,6
u325545284,15,183.73,20,90,5958.67,10,0.19,0,1,1,1,1,34,100,15
u325562015,1,238,17,17,3060,16,0.67,0,1,4,0,0,0,100,1
u325585519,6,138,17,141,7227.33,8,0.3,0,0,2,0,1,0,83.33,3
u325638208,2,147,17,18,3002,10,0.22,0,1,2,0,0,0,100,2
u325660636,64,214.42,17,2208,15574.62,12,0.16,0,1,3,1,1,61,60.94,10
u325704929,82,627.37,17,2109,10296.39,29,0.32,0,3,4,1,1,51,79.27,8
u325720457,2,110.5,27,28,9036,5,0,0,0,1,0,0,0,100,2
u325818862,9,136,20,90,5860.89,6,0.12,0,0,1,0,0,20,100,9
u325864493,11,145.64,22,2206,17157.09,8,0,0,1,2,0,2,37,54.55,11
u325874819,2,223.5,17,17,3060,12,0,0,1,5,2,0,100,50,2
u325874977,6,250.5,17,2104,3001.33,12,0.32,0,1,1,0,0,34,50,3
u325910713,1,97,17,17,2940,8,0.4,0,1,0,0,0,0,100,1
u325937377,9,180.89,28,173,15618.22,11,0.06,0,2,2,0,0,67,66.67,3
u325956328,343,355.34,17,3310,31982.36,18,0.25,1,1,3,1,1,54,59.18,25
u326054960,4,122.75,20,20,5586,7,0.02,0,1,3,0,0,13,100,4
u326077502,44,133,20,310,5796,7,0.02,0,0,1,0,1,41,100,11
u326078736,17,225,21,2209,28768.47,11,0.01,0,0,3,2,0,83,52.94,5
u326150886,2,319.5,17,17,3060,17,0.21,0,4,1,1,0,25,50,2
u326225506,1,1234,2105,2105,21700,42,0.08,3,6,7,5,0,100,0,1
u326245870,87,353.22,17,2137,42678.53,17,0.16,1,1,3,1,0,51,66.67,9
u326248180,41,88.73,0,40,2801.27,4,0.26,0,0,0,0,0,7,19.51,14
u326261815,7,73,23,29,9079.43,4,0,0,0,1,0,0,0,42.86,7
u326278153,32,201.56,21,2211,22828.12,10,0.24,0,1,2,0,2,60,56.25,32
u326288614,1,48,23,23,9084,1,0,0,1,0,0,0,0,100,1
u326294217,1,282,19,19,3188,11,0.25,0,2,0,1,0,100,100,1
u326356738,1,81,23,23,3064,5,0,0,0,4,0,0,0,100,1
u326408598,30,190,21,2206,17718.8,11,0.06,0,1,2,0,1,47,50,8
u326411841,1,27,23,23,8980,1,0,0,0,0,0,0,0,0,1
u326412859,3,138.33,10,20,5273.33,10,0.03,0,2,2,0,0,0,100,2
u326440422,2,246,116,2241,596916,15,0.26,0,2,3,2,1,100,0,2
u326470887,18,227.56,17,2206,8804.67,14,0.16,0,2,4,0,2,84,22.22,6
u326495425,6,177.5,26,127,69141.33,14,0.61,0,1,2,0,2,50,100,3
u326552320,156,613.85,17,3308,20109.21,31,0.26,7,3,3,1,1,67,41.03,13
u326609687,266,24340.34,17,4209,39652.75,40,0.15,3,2,6,2,1,50,52.26,17
u326610157,2,67.5,149,159,12392,4,0.5,0,0,0,0,0,0,50,2
u326626914,8,104.75,17,19,2940,6,0.11,0,0,1,0,1,38,37.5,4
u326647750,10,135.4,170,605,40366.8,7,0.17,0,0,2,0,0,40,90,5
u326657723,17,239.59,20,100,6833.88,11,0.2,0,1,2,1,1,48,100,9
u326744360,38,308.24,17,2110,15905.16,21,0.3,0,2,5,1,3,84,44.74,8
u326757732,1,120,18,18,2940,7,0.2,0,1,2,0,2,0,100,1
u326775883,142,204.89,17,3310,27633.27,12,0.21,0,1,2,0,1,56,44.37,16
u326870273,45,446.47,17,2195,71863.29,23,0.23,3,2,3,0,1,65,57.78,5
u326891688,4,255.75,21,111,23123,15,0.15,0,1,3,2,0,25,75,2
u326929999,4,1071,0,20,4282,35,0.38,8,0,8,0,4,75,25,4
u326943507,36,196.03,17,2375,86435.33,11,0.22,0,0,3,0,3,42,27.78,12
u326954530,2,71,17,19,3000,4,0,0,0,1,0,1,0,100,2
u326966549,2,218,185,270,32506,16,0.22,0,0,3,1,1,50,100,2
u327077757,4,78,17,17,2940,4,0,0,0,1,0,0,50,50,4
u327078256,39,306.05,17,2208,81981.03,18,0.35,0,2,3,1,2,57,43.59,6
u327087061,3,93.33,22,31,9066.67,8,0.32,0,0,2,0,0,0,66.67,3
u327125861,12,157.58,20,70,7778.33,9,0.04,0,1,4,0,1,23,91.67,3
u327162583,54,314.02,17,2107,12294.67,18,0.15,0,1,4,1,2,78,18.52,14
u327172575,4,125.5,24,27,9100,7,0,0,2,0,0,0,0,50,4
u327173444,2,196.5,17,17,3000,17,0.28,1,0,3,0,0,0,50,2
u327179339,32,594.5,163,1659,76330.88,28,0.18,0,2,6,4,1,69,53.12,16
u327211044,23,154.39,17,2104,9532.35,8,0.14,0,1,2,0,0,31,82.61,6
u327240208,8,159.38,24,205,9129,9,0.31,0,1,2,0,1,75,75,4
u327242612,23,1409.65,20,18370,40986.26,60,0.23,2,5,9,3,2,76,100,5
u327248573,127,293.83,17,2113,11023.4,12,0.07,0,1,3,1,1,60,59.06,11
u327277350,2,184.5,17,17,3000,9,0.47,0,0,2,1,0,50,100,2
u327310087,40,257.5,17,2108,11610.7,13,0.3,0,1,2,0,0,48,85,6
u327311253,24,212.17,17,2205,30767.67,9,0,0,1,1,1,0,42,54.17,3
u327386274,11,32.36,0,20,1520.73,2,0.09,0,0,0,0,0,0,18.18,11
u327396500,33,1008.64,20,6380,24087.52,37,0.13,1,4,6,2,1,52,100,17
u327399682,1,476,17,17,3064,28,0.29,2,2,1,1,1,100,100,1
u327421986,49,631.84,24,3308,30244.41,23,0.14,0,2,4,2,1,55,59.18,17
u327465093,101,452.86,17,2421,139409.39,20,0.12,0,2,4,1,2,67,48.51,26
u327466606,346,735.92,17,3311,66541.58,33,0.3,0,2,6,2,2,61,65.32,11
u327498205,15,586.33,23,2207,17541.07,20,0.14,0,1,3,1,1,54,46.67,8
u327532412,255,217.84,17,3310,17836.38,10,0.02,0,1,2,0,1,50,56.47,26
u327546577,41,213.24,0,330,4951.02,10,0.09,0,1,2,1,1,33,65.85,41
u327564206,8,131.75,11,28,6808.5,10,0.09,0,1,5,0,0,0,25,4
u327608309,1,95,18,18,2940,7,0,0,1,3,1,0,100,100,1
u327619396,32,328.53,17,180,3770.75,18,0.53,1,1,4,0,1,41,43.75,8
u327668449,21,324.62,17,2105,6887.62,19,0.34,0,1,4,1,1,60,52.38,7
u327687161,3,443.33,77,120,3402.67,21,0.32,0,1,6,0,0,67,33.33,3
u327693421,1,29,10,10,4628,2,0,0,0,1,0,0,0,100,1
u327704389,1,136,20,20,7356,9,0.33,0,1,2,0,0,0,100,1
u327708860,1,200,17,17,3060,11,0,0,4,1,1,0,100,100,1
u327721369,6,313.83,19,2105,25404.67,18,0,0,3,4,3,0,100,33.33,6
u327794108,6,154,23,162,10366,10,0,0,1,3,1,0,67,66.67,3
u327794110,1,315,17,17,3060,10,0,0,1,6,1,6,100,0,1
